#  file: fmRawProjectAuthors2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in May of 2010
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=218
#  AND fpa.datasource_id=218
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 218 is the May 2010 run on freshmeat.
project_id	projectname_short	author_name	author_role
64380	yfm\n    	Witold Rugowski	Owner
64381	n-type\n    	Blanchy	Owner
64382	degtodec\n    	Conny F	Owner
64383	espgame\n    	Conny F	Owner
64384	chnames\n    	Conny F	Owner
64385	chant\n    	Alex Frost	Owner
64386	qcj\n    	Joe Croft	Owner
64388	ep128emu\n    	Istvan Varga	Owner
64390	velocity2js\n    	Tobias Riemer	Owner
64392	pgpool\n    	analogue	Owner
64393	zci\n    	Ilia Chipistine	Owner
64394	klw\n    	christoph	Owner
64396	logapp\n    	Michael Brunner	Owner
64399	markdownify\n    	Milian Wolff	Owner
64400	sqlbuster\n    	Tim	Owner
64401	wow\n    	Compl Yue Still	Owner
64407	bugstat\n    	bb	Owner
64408	webload\n    	WebLOAD	Owner
64412	etcproposals\n    	Sweetshark	Owner
64414	nnfw\n    	emmegian	Owner
64415	asterisell\n    	Massimo Zaniboni	Owner
64416	mathguard\n    	matto3c	Owner
64418	ububacula\n    	Lorenzo Allori	Owner
64421	micki\n    	michai	Owner
64424	aldocontent\n    	Miguel Angel Da Vila	Owner
64425	thejavaexorcist\n    	Robert	Owner
64426	retsina\n    	Phil Pereira	Owner
64427	invenio\n    	CDS Invenio	Owner
64430	himerge\n    	Luis Araujo	Owner
64432	hdbc\n    	John Goerzen	Owner
64433	apaint4\n    	Dusan Peterc	Owner
64439	dia2fsm\n    	goldingd	Owner
64440	umlspeed\n    	Bob Tetley	Owner
64441	gpsdings\n    	ringler	Owner
64442	high-res-timer\n    	Madhur Tanwani	Owner
64443	flimp\n    	josch	Owner
64444	ajax_tree_control\n    	Daniel R. Somerfield	Owner
64445	keywatch\n    	keywatch	Owner
64446	tmpf\n    	hajhouse	Owner
64447	lbr\n    	phg	Owner
64449	opencollection\n    	Seth K	Owner
64450	mamblog-parser\n    	nick apostolakis	Owner
64452	naca4digitstodxfconverter\n    	Pier	Owner
64453	scramble_eggs\n    	Amigura	Owner
64454	ngrease\n    	Ville Oikarinen	Owner
64455	protocad\n    	Magnus Weinberg	Owner
64456	joyevmouse\n    	idsa mailbox	Owner
64457	since\n    	idsa mailbox	Owner
64458	procinfo-ng\n    	tabris	Owner
64461	mod_log_dbd\n    	Brandon	Owner
64462	pl-plan\n    	Philippe F.	Owner
64463	gis-sight\n    	Rémi Hérilier	Owner
64464	w3btorrent\n    	Wulong	Owner
64466	phpprobiz\n    	programserve	Owner
64467	gola\n    	varan	Owner
64468	ac3info\n    	Erwan Velu	Owner
64469	flashdecompilertrillixformac\n    	Eltima Mac Software	Owner
64471	taglets\n    	Bruno Essmann	Owner
64472	audacious-announcer\n    	Josh Kearney	Owner
64473	jcameo\n    	oburkart	Owner
64474	zoned\n    	William Ahern	Owner
64475	getht\n    	N White	Owner
64478	securestorage\n    	Giordano Scuderi	Owner
64479	pluggedout\n    	RACooper	Owner
64481	ttxinsert\n    	Stefan de Konink	Owner
64482	libstratanetsh\n    	free2malloc	Owner
64483	trillbox\n    	arbingersys	Owner
64484	sourcenav-ng\n    	Freek	Owner
64485	voicebuntu\n    	Felix Akeret	Owner
64487	dbdesigner-fork\n    	mynamewastaken	Owner
64488	xwax\n    	Mark Hills	Owner
64489	shell-fm\n    	shell-monkey	Owner
64490	xmootmap\n    	Azundris	Owner
64491	queweb\n    	Steven Queplix	Owner
64493	a2pdf\n    	JJ	Owner
64496	watchweb\n    	Tomcat	Owner
64497	librariandb\n    	Steve Hannah	Owner
64498	wiki2beamer\n    	Michael Rentzsch	Owner
64499	diversifeye\n    	Kevin Glavin	Owner
64501	maconly2001\n    	Mac	Owner
64502	gvrpcd\n    	Sebastian Zagrodzki	Owner
64503	contactgrabber\n    	Magnet Technologies Pvt Ltd	Owner
64504	wikidbase\n    	Nick Blundell	Owner
64505	nagios_xmlsensors\n    	Nocturn	Owner
64507	nipper\n    	fizz	Owner
64508	x2svg\n    	Heiko W.Rupp	Owner
64509	virtualbox\n    	mynamewastaken	Owner
64511	lib378\n    	Massimiliano Galanti	Owner
64512	webauction\n    	Steve Hannah	Owner
64513	phpbb3portal\n    	Sevdin Filiz	Owner
64515	qtnetworkmonitor\n    	nothing1212	Owner
64516	phage\n    	Stig Brautaset	Owner
64517	berusky\n    	Martin Stransky	Owner
64518	jdbsync\n    	chur	Owner
64519	python-wmii\n    	fire	Owner
64520	xlsperl\n    	JJ	Owner
64521	myprofi\n    	camka	Owner
64522	mkolors\n    	Mohamed Ibrahim	Owner
64523	image-density\n    	Gregor N. Purdy	Owner
64527	calindor\n    	DeadwooD	Owner
64528	sdvel\n    	Kristis Makris	Owner
64530	romfser\n    	newbg	Owner
64531	spectrascan\n    	Kumosan	Owner
64534	gmap\n    	Clive Stubbings	Owner
64535	fluxbat\n    	Steffen Wendzel	Owner
64537	inverse-lightning-enhancer\n    	Wolfgang Sourdeau	Owner
64538	swiftweasel\n    	Stickk	Owner
64539	jcbreadboard\n    	johngunther	Owner
64540	cryptocd\n    	Steffen	Owner
64540	cryptocd\n    	Lars	Owner
64540	cryptocd\n    	Henning	Owner
64541	decibel-audio-player\n    	François Ingelrest	Owner
64543	directorym\n    	viric	Owner
64544	gprof2dot_py\n    	José Fonseca	Owner
64545	dns_py\n    	jumbo	Owner
64546	citra\n    	kiyut	Owner
64548	wttoolkit\n    	francium de neobie	Owner
64549	simpleini\n    	Brodie	Owner
64550	gnetworkmonitor\n    	Jakub Hrozek	Owner
64551	servicemon\n    	David Johnson	Owner
64553	ryanseds\n    	Crimperman	Owner
64557	sgc\n    	Stefan de Konink	Owner
64558	powertop\n    	Rodrigo Vigna	Owner
64559	temporaryemail\n    	GentleSource	Owner
64560	szjavavm\n    	Sergey	Owner
64561	quranreciter\n    	Guided Ways Technologies	Owner
64562	rajax\n    	pmml	Owner
64563	imap-utils\n    	Michal &#268;iha&#345;	Owner
64564	checkxen\n    	Wolfete	Owner
64567	umzusync\n    	rob	Owner
64568	kdtree\n    	John Tsiombikas	Owner
64569	lipowrapper\n    	destiney	Owner
64570	vop\n    	James Bowman	Owner
64571	paptcha\n    	Evaggelos Balaskas	Owner
64573	dlibs\n    	D-Sign	Owner
64575	subplayer\n    	TaMaX	Owner
64577	fripp\n    	Julianne Sharer	Owner
64578	akvisenhancer\n    	AKVIS LLC	Owner
64579	tigase\n    	Artur Hefczyc	Owner
64580	twitter4r\n    	Susan Potter	Owner
64583	myref\n    	Eugene Panin	Owner
64586	slack\n    	treehead	Owner
64587	audiorg\n    	Andre Colomb	Owner
64591	pyawale\n    	klnavarro	Owner
64596	jif\n    	Andrew Myers	Owner
64597	ra-webpass\n    	Roberto Alsina	Owner
64600	auth2db\n    	Ezequiel Vera	Owner
64602	metax\n    	r0d	Owner
64603	qlap\n    	Cristiano Venturini	Owner
64604	unoconv\n    	Dag Wieers	Owner
64606	googlemapsplugin\n    	Avi Alkalay	Owner
64607	linweight\n    	Cheuksan Wang	Owner
64609	punitframework\n    	Andrew Zhang	Owner
64610	pgpsigner\n    	Henning Schmiedehausen	Owner
64611	mp3plot\n    	outlyer	Owner
64612	hstemplate\n    	Anton Shevchuk	Owner
64613	emifreq-multicore-applet\n    	twist	Owner
64614	tigermouse\n    	Micha&#322; S&#322;aby	Owner
64615	pymedata\n    	EFENET	Owner
64617	wtcl\n    	apmillsa	Owner
64617	wtcl\n    	Alex Boverman	Developer
64619	momeunit\n    	drmoro75	Owner
64620	vvvapp\n    	Fulvio Senore	Owner
64621	system-config-printer\n    	Tim Waugh	Owner
64623	swiz\n    	tie	Owner
64624	evince\n    	Moritz Barsnick	Owner
64626	fry\n    	Electro	Owner
64629	simena-io\n    	Sezen Uysal	Owner
64630	php-saurus\n    	Sotiris L Karavarsamis	Owner
64631	ogog\n    	Wybo Wiersma	Owner
64632	safe_and_safedesktop\n    	daywalker	Owner
64635	silktools\n    	Michael Welsh Duggan	Owner
64635	silktools\n    	CERT YAF	Secondary
64636	screenplay-xml\n    	Shlomi Fish	Owner
64637	php-sugar\n    	Sean Middleditch	Owner
64638	html_to_pdf_converter\n    	Winnovative Software	Owner
64639	safebox\n    	Chris	Owner
64641	powerdnsadministrationtool\n    	Joe Croft	Owner
64642	photogrotto\n    	Joe Croft	Owner
64644	finkcommander\n    	snarfer	Owner
64645	sugarcrmjumpbox\n    	JumpBox	Owner
64646	joomlajumpbox\n    	JumpBox	Owner
64649	udat\n    	Jan Behrens	Owner
64650	boostjoin\n    	Yigong Liu	Owner
64651	nbidi\n    	Itai Bar-Haim	Owner
64652	justsendit\n    	Grigori Kocahnov	Owner
64653	tennix\n    	Thomas Perl	Owner
64654	reclinker\n    	Csaba Henk	Owner
64656	ocfa\n    	klpd	Owner
64657	arss\n    	Michel Rouzic	Owner
64658	rss-ripper\n    	destiney	Owner
64659	fusenrg\n    	Marcos	Owner
64660	ustr\n    	Nevyn	Owner
64661	mpp-py\n    	Ademar de Souza Reis Jr.	Owner
64662	multitask\n    	Chris Stawarz	Owner
64663	dbcons\n    	yuce	Owner
64664	moonfree\n    	moonsoft	Owner
64665	migratedata\n    	Andy Balaam	Owner
64666	kuftp\n    	jefix	Owner
64668	kopete_silc\n    	stettberger	Owner
64669	v86-64\n    	vladimir32	Owner
64670	ajaxplorer\n    	Charles du Jeu	Owner
64671	nitrogen\n    	dave foster	Owner
64672	xptetris\n    	Benjamin Frisch	Owner
64673	thecurves\n    	Stevan White	Owner
64674	macfly\n    	Haypo	Owner
64675	idautomationinterleaved2of5font\n    	IDAutomation	Owner
64676	check_rhc\n    	Jiuka	Owner
64677	gosql\n    	Tommy Chan	Owner
64678	mkhindex\n    	Michael Fuchs	Owner
64679	atmediapage\n    	Derstappen IT Consulting	Owner
64680	pennave\n    	pridkett	Owner
64681	gx\n    	gall0ws	Owner
64682	phplogo\n    	Zhihua Lai	Owner
64683	snaplogic\n    	Mike Pittaro	Owner
64684	dee-python\n    	Greg	Owner
64686	quizdrill\n    	Schmalhof	Owner
64687	cmdo\n    	Steve Cooper	Owner
64688	pyswip\n    	yuce	Owner
64689	wndo\n    	Steve Cooper	Owner
64690	zebratuner\n    	Ciobi	Owner
64691	jscoverage\n    	gnombat	Owner
64692	thoughtoffice\n    	eAgent	Owner
64693	banihstypos\n    	Folkert van Heusden	Owner
64696	uhub\n    	Jan Vidar Krey	Owner
64697	netgviz\n    	Micha&#322; Miszewski	Owner
64699	qaparadigm\n    	Stevan White	Owner
64700	evennia\n    	Kelvin McCorvin	Owner
64702	xooctory\n    	Xavier Hanin	Owner
64703	mychoonz\n    	Mickaël Desfrênes	Owner
64704	sslh\n    	Yves Rutschle	Owner
64705	jalv2\n    	Sebastien Lelong	Owner
64706	xspyder\n    	Christopher	Owner
64707	myrpm\n    	Jean-Marie Renouard	Owner
64708	comediclientserver\n    	Calin Culianu	Owner
64709	wikklytext\n    	Frank McIngvale	Owner
64713	glbox\n    	giorgio	Owner
64714	rvndev\n    	Kasper J. Jeppesen	Owner
64715	sauerbraten\n    	Gürkan	Owner
64716	wmmsg\n    	Matthew Elder	Owner
64717	manqod\n    	Dobai-Pataky Balint	Owner
64718	usvn\n    	USVN	Owner
64718	usvn\n    	Julien Duponchelle	Project leader
64719	phpcacheclass\n    	Stefan Gabos	Owner
64720	groupe\n    	Endo7 GmbH/srl	Owner
64721	azdgdatingplatinum\n    	AzDG	Owner
64722	chpassldapweb\n    	Aldemari Borges	Owner
64723	rrn\n    	Reliable Response, LLC	Owner
64724	gammalow\n    	Jarek Ilski	Owner
64725	manyears\n    	Jean-Marc Valin	Owner
64726	sorgdownloader\n    	unreal	Owner
64727	vayala\n    	Dietrich Pfeifle	Owner
64728	ubercart\n    	Andy Lowe	Owner
64728	ubercart\n    	Ryan	Lead Developer
64729	sofa\n    	Pierre-Luc Beaudoin	Owner
64731	fischerscope-parse\n    	sz	Owner
64732	memleek\n    	Stephen Blackheath	Owner
64733	mime4j\n    	James PMC	Owner
64734	dspdap\n    	Roger	Owner
64735	posoe4\n    	SSzretter	Owner
64736	pylash\n    	Franck Pommereau	Owner
64737	mindquarrymacclient\n    	Sandro Groganz	Owner
64737	mindquarrymacclient\n    	Lars Trieloff	Core Developer
64738	dubot\n    	Eric Pozharski	Owner
64741	viallover\n    	MattO	Owner
64742	ffpodcast_sh\n    	Philippe Kehl	Owner
64743	phpsmiley\n    	Zhihua Lai	Owner
64744	jpatchlib\n    	7ex	Owner
64745	slackroll\n    	rg3	Owner
64746	pyhearts\n    	Milad	Owner
64747	jsvk\n    	WingedFox	Owner
64748	momelib\n    	drmoro75	Owner
64749	isdnmonitor\n    	Leo Fellermayr	Owner
64750	k5ncal\n    	Craig Knudsen	Owner
64753	avogadro\n    	Geoff Hutchison	Owner
64754	eigen\n    	Thomas Capricelli	Owner
64760	domuslink\n    	icebrian	Owner
64761	cap2-mercurial\n    	Matthew Elder	Owner
64762	presage\n    	Matteo Vescovi	Owner
64764	torrent_pouncer\n    	Michal Janeczek	Owner
64765	wmluabutton\n    	ghoulsblade	Owner
64767	avast-ng\n    	Krux	Owner
64768	dvdspanky\n    	Jeffrey Grembecki	Owner
64769	eric4\n    	Detlev Offenbach	Owner
64770	camsketchpad\n    	Zarkonnen	Owner
64771	avis_client_java\n    	Matthew Phillips	Owner
64772	bankconvert\n    	Martin Hinner	Owner
64773	vodovod\n    	Milan Babuskov	Owner
64774	rssconverters\n    	Tom Lisenby	Owner
64775	tomkitty\n    	Alan	Owner
64777	gnome-mastermind\n    	Filippo Argiolas	Owner
64778	lince\n    	Hector	Owner
64779	panel-gzw\n    	goldyfruit	Owner
64780	fmproscriptdiff\n    	David Simpson	Owner
64782	java-inherited-annotations\n    	fusionsoft	Owner
64783	vfgen\n    	imipak	Owner
64784	lhabc\n    	roee88	Owner
64785	nailer\n    	Kevin DeKorte	Owner
64786	toro-projects\n    	John A. Lewis	Owner
64788	bean\n    	Gürkan	Owner
64789	cackrpg\n    	Ian Ward	Owner
64790	python-youtube\n    	Thomas Perl	Owner
64792	falt4\n    	Faltwerk.ch	Owner
64793	fanntool\n    	bluekid	Owner
64794	mergence\n    	Steve Kondik	Owner
64795	mysqlpdump\n    	fr3nd	Owner
64798	puno\n    	Rotsen Marcello	Owner
64799	abserver\n    	Alexander Hartner	Owner
64800	sockso\n    	naph	Owner
64802	php-stl\n    	Red Tree Systems, LLC	Owner
64803	itaka\n    	Marc	Owner
64804	poppler\n    	Moritz Barsnick	Owner
64805	ranktracker\n    	Link-Assistant.Com: SEO Software	Owner
64806	jsms\n    	fbradyirl	Owner
64808	justajaxtable\n    	Deluxe-Menu.com	Owner
64809	drumcount\n    	Sga	Owner
64811	cheyenneserver\n    	mindrate	Owner
64812	h264bitstream\n    	Alex Izvorski	Owner
64813	fbnewscloud\n    	NewsCloud.com	Owner
64815	phparmory\n    	mepcotterell	Owner
64816	pflog2sqld\n    	Adnan Sancak	Owner
64817	forms\n    	Harbour	Owner
64818	dokuwikijumpbox\n    	JumpBox	Owner
64819	drupaljumpbox\n    	JumpBox	Owner
64820	tracjumpbox\n    	JumpBox	Owner
64822	cooee\n    	Daniel Murley	Owner
64823	ctcompare\n    	Warren Toomey	Owner
64824	py-openexr\n    	James Bowman	Owner
64825	tbibtools\n    	tlink	Owner
64826	hotwire\n    	Colin Walters	Owner
64828	ppmtoansi\n    	Folkert van Heusden	Owner
64829	radwiki\n    	Ulf Byskov	Owner
64830	gns3\n    	GNS-3 Team	Owner
64831	pfm7\n    	nitro192007	Owner
64833	cntlm\n    	David Kubicek	Owner
64835	sgce\n    	Adolfo	Owner
64836	tijmp\n    	Ernimril	Owner
64837	jpublish4\n    	florin	Owner
64838	edtftpnet\n    	EDT	Owner
64839	qiqu\n    	Hansjoerg	Owner
64840	l10nmessageretrieval\n    	xern	Owner
64845	inserit\n    	parentesis	Owner
64846	toxtox\n    	ToxTox	Owner
64847	bcr-beats\n    	martin klang	Owner
64848	pdf-api2-simple\n    	Red Tree Systems, LLC	Owner
64849	guitartrainer\n    	Stéphane Peter	Owner
64850	searchsocialmusicsite\n    	Peter Willis	Owner
64852	rivettracker\n    	firefly2442	Owner
64854	hardware4linux\n    	Fred	Owner
64855	wbox\n    	antirez	Owner
64856	amosfcd\n    	runia	Owner
64857	groovy_for_openoffice\n    	Jim White	Owner
64861	wkpdf\n    	Christian Plessl	Owner
64862	qpyprofiler\n    	digitalfox	Owner
64863	uidbind\n    	Unbit	Owner
64864	rgdbm\n    	Peter T. Breuer	Owner
64865	hex-a-hop\n    	Gürkan	Owner
64866	dmdirc\n    	Chris Smith	Owner
64866	dmdirc\n    	Dataforce	Owner
64867	nasmail\n    	Tomas Kuliavas	Owner
64868	th-03\n    	CvsGraph	Owner
64869	locust\n    	locustsearch	Owner
64870	gochacha\n    	David	Owner
64871	bugwerk\n    	Philipp	Owner
64872	sudognu\n    	Jens	Owner
64873	genesis_framework\n    	Michael Nascimento Santos	Owner
64874	ingimp\n    	Michael Terry	Owner
64875	haiku\n    	mmu_man	Owner
64876	lisp2d\n    	Lisp2D	Owner
64878	dim_stat\n    	Dimitri	Owner
64879	ttwidget\n    	Audun Vaaler	Owner
64881	yeagtd\n    	Dan Graham	Owner
64883	hometvstream\n    	Nonoo	Owner
64884	writetarget\n    	targetwriter	Owner
64886	plosxom\n    	Pali Dhar	Owner
64887	aids\n    	vidarlo	Owner
64887	aids\n    	voldern	Coder
64888	ocs\n    	Alec Smecher	Owner
64889	harvester\n    	Alec Smecher	Owner
64891	gvrpad\n    	Don Stokes	Owner
64892	dterm\n    	Don Stokes	Owner
64895	etiny\n    	pinky	Owner
64896	gnocchi\n    	Eddy Pronk	Owner
64897	akvisnoisebuster\n    	AKVIS LLC	Owner
64898	grails\n    	dr_jumba	Owner
64899	castlegame\n    	Michalis Kamburelis	Owner
64900	evette\n    	Doctor Webbox	Owner
64901	sipscreen\n    	Michael C. Toren	Owner
64902	dep-analyzer\n    	Dror Bereznitsky	Owner
64903	log4spread\n    	Dan Sully	Owner
64905	mcnucle\n    	iNuron	Owner
64906	ass\n    	Ziad van Beek	Owner
64907	maven-grester-plugin\n    	Michael Nyika	Owner
64908	libacpi\n    	nion	Owner
64909	simdock\n    	p2pdetect	Owner
64910	resolvr\n    	Novel Interactions Ltd.	Owner
64911	idealmysql\n    	Ray	Owner
64913	check-hpasm\n    	lausser	Owner
64915	feng\n    	lu_zero	Owner
64916	dl-ticket-service\n    	wave++	Owner
64917	libpseudo\n    	TragicWarrior	Owner
64918	libviper\n    	TragicWarrior	Owner
64919	vwm\n    	TragicWarrior	Owner
64920	libgpod\n    	Jorg Schuler	Owner
64922	ptest\n    	Red Tree Systems, LLC	Owner
64923	czt\n    	imipak	Owner
64924	arkhon\n    	Flignet	Owner
64925	guitarstring_py\n    	maxihg	Owner
64926	yould\n    	Yannick Gingras	Owner
64927	videocheck\n    	Martin Hinner	Owner
64928	pycrypt\n    	nothing1212	Owner
64929	privbind\n    	Shachar Shemesh	Owner
64930	ssep\n    	Adolfo	Owner
64931	xml-bare\n    	David Helkowski	Owner
64932	site-search\n    	Saurabh Dani	Owner
64933	web2newsportal\n    	ploneglenn	Owner
64934	ifreebudget\n    	Mjrz	Owner
64936	stuffdawg\n    	Tim	Owner
64937	pulsarchessprogram\n    	adammr	Owner
64938	rosterinabox\n    	tavis	Owner
64939	jagosi\n    	kama	Owner
64940	microballs\n    	Mr. Zdeeck	Owner
64941	irrlamb\n    	Jacky J	Owner
64942	dwprj\n    	nilosys	Owner
64943	jtrana\n    	vaaub	Owner
64944	zhuashushell\n    	vaaub	Owner
64945	qtstalker\n    	David Crossley	Owner
64946	rabbitmq\n    	Tony Garnock-Jones	Owner
64946	rabbitmq\n    	Matthias Radestock	Owner
64947	ioxchat\n    	Luca Cappelletti	Owner
64948	palava\n    	Andreas Gohr	Owner
64948	palava\n    	Tobias Sarnowski	Lead Developer
64949	jspellcorrect\n    	7ex	Owner
64950	check_lm_sensors\n    	Matteo Corti	Owner
64951	acpitail\n    	Folkert van Heusden	Owner
64952	gateway\n    	Thomas Cort	Owner
64953	jwhoisserver\n    	Klaus Zerwes zero-sys.net	Owner
64957	itsucks\n    	BanishedKnight	Owner
64958	jost\n    	kRAkEn/gORe	Owner
64959	wildcatcobol\n    	Sandy Dunlop	Owner
64960	myservertalks\n    	Andrei Mosman	Owner
64961	nvbase\n    	NVBase	Owner
64962	phpacccounts\n    	MrKirkland	Owner
64963	snakes\n    	Franck Pommereau	Owner
64965	actitime_server\n    	Actimind, Inc.	Owner
64966	archview\n    	soflare	Owner
64969	perldebugger\n    	Ivan	Owner
64970	botsopensourceedisoftware\n    	eppye	Owner
64971	dotnetfromjava\n    	nanominster	Owner
64972	javadocking\n    	Heidi Rakels	Owner
64973	commandcenternoc\n    	M. Pusateri	Owner
64974	cyoa\n    	Helge Ingvoldstad	Owner
64977	pyqglviewer\n    	F. Boudon	Owner
64979	adtpro\n    	David Schmidt	Owner
64980	dssh\n    	Juraj Bednar	Owner
64981	netoscar\n    	slaff	Owner
64982	jricochet\n    	Kumosan	Owner
64983	claraty\n    	imipak	Owner
64984	ilabstoolbox\n    	(rmz)	Owner
64984	ilabstoolbox\n    	whoelse	Owner
64985	fashionnfusker\n    	Fashionsansar	Owner
64986	bbgun\n    	Joe Friedrichsen	Owner
64989	xbig\n    	kklesats	Owner
64989	xbig\n    	skieble	Owner
64990	layeredpanel\n    	Frank Salingen	Owner
64991	comicmaster\n    	Kumosan	Owner
64992	smartcam\n    	deionut	Owner
64993	groupy\n    	wundbread	Owner
64995	dtiquery\n    	imipak	Owner
64996	autolyrix\n    	NoWayX	Owner
64997	mathomatic\n    	George Gesslein II	Owner
64999	syx\n    	Lethalman	Owner
65001	bigal\n    	jonelo	Owner
65002	natselection\n    	Annette Meriste	Owner
65004	procpile\n    	Applied Platonics	Owner
65006	phpfspot\n    	unki	Owner
65007	othello-game\n    	ZC Miao	Owner
65008	gmimms\n    	Florian Sievers	Owner
65009	libtlc54x\n    	Florian Sievers	Owner
65010	boto\n    	garnaat	Owner
65011	edukt\n    	alfonso de la guarda	Owner
65012	quex\n    	Frank	Owner
65013	dkplp\n    	Andreas Launila	Owner
65017	jidebuilder\n    	Andres Almiray	Owner
65018	exctractor\n    	Rytis Sileika	Owner
65020	cegoadm\n    	lemke	Owner
65021	sanders\n    	Tomik	Owner
65022	woped\n    	Andreas Eckleder	Owner
65023	jcrpg\n    	skrionius	Owner
65024	vform\n    	Galawa	Owner
65025	consolecandy\n    	Folkert van Heusden	Owner
65027	vavrdisasm\n    	Vanya A. Sergeev	Owner
65028	vpicdisasm\n    	Vanya A. Sergeev	Owner
65029	pcap2c\n    	Vanya A. Sergeev	Owner
65030	epesibimcrm\n    	jasiek	Owner
65031	untangle\n    	Untangle	Owner
65032	eclipse-jcterm\n    	ymnk	Owner
65033	3d-rotation-menu\n    	corsoa	Owner
65034	isorat\n    	riromu	Owner
65035	iwl\n    	saturn_vk	Owner
65036	gremind\n    	gall0ws	Owner
65037	gecoder\n    	Andreas Launila	Owner
65038	ceph\n    	sageweil	Owner
65039	openss7\n    	imipak	Owner
65040	dataharvester\n    	Wolfgang Waltenberger	Owner
65042	comdom-antispam\n    	COMDOM Software	Owner
65043	cpx\n    	Christophe Grévent	Owner
65044	bitswash\n    	Bitswash	Owner
65045	vshellserverforunix\n    	VanDyke Software Inc.	Owner
65046	massxpert\n    	filippo rusconi	Owner
65047	navigami\n    	navigami	Owner
65048	dolphinadmanage\n    	Zeke Walker	Owner
65049	mgrx\n    	malfer	Owner
65050	bcr-harms\n    	martin klang	Owner
65051	claws_mail\n    	dams	Owner
65053	s3oscache\n    	Serge Knystautas	Owner
65056	fangengine\n    	Dr. Jam	Owner
65057	code_aster\n    	Durand Christophe	Owner
65060	bstracer\n    	Piotr Pszczolkowski	Owner
65061	ipodmoviemaker\n    	Jakub Rachon	Owner
65062	ttlxmame\n    	aaronl	Owner
65063	hachoir-regex\n    	Haypo	Owner
65064	nanoplot\n    	Mariusz Adamski	Owner
65065	libdatamatrix\n    	dev/IT	Owner
65066	qscore\n    	Dirk	Owner
65069	xmlsensors\n    	Nocturn	Owner
65070	zadolbator\n    	Alexander Tsvyashchenko	Owner
65071	yadawiki\n    	Patrik Burkhalter	Owner
65073	gtkrawgallery\n    	bit123	Owner
65074	xfer9860\n    	Andreas B.	Owner
65075	bind9-ldap\n    	Turbo Fredriksson	Owner
65076	darcspublish\n    	Robert Lillack	Owner
65077	iam-calendar\n    	Ivan Melgrati	Owner
65079	googlehacks\n    	OctalMage	Owner
65080	memsl\n    	DaveB	Owner
65081	deja-packet\n    	Vanya A. Sergeev	Owner
65082	kmailpt\n    	Jean-Christophe Cardot	Owner
65083	ucommon\n    	David Sugar	Owner
65084	keytooliu\n    	YellowCat	Owner
65085	gcache\n    	Cesar Rodas	Owner
65086	giggle\n    	Guilhem BONNEFILLE	Owner
65087	genpasta\n    	RS	Owner
65088	cgal\n    	Sylvain Pion	Owner
65089	openflashchart\n    	monk.e.boy	Owner
65089	openflashchart\n    	NetVicious	Programmer
65091	chmsee\n    	LI Daobing	owner
65093	domainhunter\n    	Bahri Meric CANLI	Owner
65094	unrawel\n    	Alexander Tsvyashchenko	Owner
65095	dictdpp\n    	Alexander Tsvyashchenko	Owner
